ID,香烟品类,香烟地域,香烟品牌,名称,品牌:,类型:,焦油:,焦油高低:,烟碱:,一氧化碳:,长度:,过滤嘴长:,周长:,包装形式:,主颜色:,副颜色:,条装盒数:,每盒数量:,小盒价格:,条装价格:,小盒条码:,条装条码:
228,传统烟,大陆,利群,利群(软蓝)旧版,利群,烤烟型,11mg,,1.0mg,11mg,84mm,25mg,25mg,纸质软包,蓝,金,,20,￥18元,￥180元,6901028117579,6901028117586,,,,,,,,,
229,传统烟,大陆,利群,利群(蓝天),利群,烤烟型,10mg,,1mg,11mg,84mm,20mg,25mg,纸质硬盒,蓝,黄,10,20,￥19元,￥190元,6901028207072,6901028207089,,,,,,,,,
230,传统烟,大陆,利群,利群(老版),利群,烤烟型,11mg,,1mg,11mg,84mm,25mg,25mg,纸质硬盒,红,灰,10,20,￥18元,￥180元,6901028207041,6901028207058,,,,,,,,,
231,传统烟,大陆,利群,利群(新版),利群,烤烟型,11mg,,1mg,11mg,84mm,20mg,25mg,纸质硬盒,红,灰,10,20,￥17元,￥170元,6901028118170,6901028118187,,,,,,,,,
232,传统烟,大陆,雄狮,雄狮(吉祥),雄狮,烤烟型,15mg,,1.3mg,,84mm,20mg,25mg,纸质硬盒,红,银,,20,,,6901028207652,,,,,,,,,,
233,传统烟,大陆,雄狮,雄狮(红老版),雄狮,烤烟型,8mg,,0.8mg,8mg,84mm,20mg,25mg,纸质硬盒,红,黄,,20,￥5元,￥50元,6901028120609,6901028120616,,,,,,,,,
234,传统烟,大陆,雄狮,雄狮(新),雄狮,烤烟型,12mg,,1.2mg,12mg,84mm,20mg,25mg,纸质硬盒,金,紫,,20,￥5元,￥50元,6901028117548,6901028117555,,,,,,,,,
248,传统烟,,,光明(金世纪),,烤烟型,15mg,,1.0mg,,,,,,,,,,￥3元,,,,,,,,,,,,
249,传统烟,,,光明(E世代),,烤烟型,12mg,,1.0mg,,,,,,,,,,￥2元,,,,,,,,,,,,
250,传统烟,,,九华山(镜卡),,烤烟型,15mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
251,传统烟,,,九华山(白卡),,烤烟型,15mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
252,传统烟,,,九华山(禧旺),,烤烟型,15mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
253,传统烟,,,合肥(时尚),,烤烟型,15mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
254,传统烟,大陆,红旗渠,红旗渠(天河之星),红旗渠,烤烟型,15mg,,1.2mg,,84mm,25mg,24mm,纸质硬盒,红,银,,20,￥10元,￥100元,,,,,,,,,,,
255,传统烟,大陆,红旗渠,红旗渠(横版天河之星),红旗渠,烤烟型,14mg,,1.1mg,14mg,,,,纸质硬盒,红,黑,,20,￥10元,￥100元,6901028164023,6901028164030,,,,,,,,,
256,传统烟,大陆,红旗渠,红旗渠(银河之光),红旗渠,烤烟型,10mg,,0.8mg,12mg,84mm,25mg,24mm,纸质硬盒,红,金,10,20,￥6.5元,￥65元,6901028164542,6901028164641,,,,,,,,,
257,传统烟,大陆,红旗渠,红旗渠(世纪精品),红旗渠,烤烟型,15mg,,1.2mg,,84mm,30mg,24mm,金属盒,绿,金,,10,￥22元,￥220元,6901028164566,,,,,,,,,,
258,传统烟,大陆,红旗渠,红旗渠(硬金红),红旗渠,烤烟型,13mg,,1.1mg,13mg,84mm,25mg,24mm,纸质硬盒,红,金,,20,￥10元,￥100元,6901028164511,6901028164610,,,,,,,,,
259,传统烟,大陆,红旗渠,红旗渠(花红硬),红旗渠,烤烟型,14mg,,1.1mg,,84mm,25mg,24mm,纸质硬盒,黄,红,,20,,,6901028164092,,,,,,,,,,
260,传统烟,大陆,红旗渠,红旗渠(硬银),红旗渠,烤烟型,10mg,,0.8mg,12mg,84mm,25mg,24mm,纸质硬盒,金,红,10,20,￥8元,￥80元,6901028160582,,,,,,,,,,
261,传统烟,大陆,红旗渠,红旗渠(软白),红旗渠,烤烟型,15mg,,1.1mg,,84mm,20mg,24mm,纸质软包,淡黄,红,,20,￥2.5元,￥25元,6901028164313,,,,,,,,,,
274,传统烟,,,乙级红河(硬),,烤烟型,15mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
275,传统烟,大陆,冬虫夏草,冬虫夏草(硬),冬虫夏草,烤烟型,11mg,,1.2mg,12mg,84mm,30mg,25mg,纸质硬盒,黄,银,,20,￥100元,￥1000元,6901028086974,6901028086981,,,,,,,,,
277,传统烟,大陆,双喜,双喜(硬红玫王),双喜,烤烟型,8mg,,0.8mg,10mg,84mm,20mg,,纸质硬盒,黄,银,10,20,￥13.5元,￥135元,6901028001908,6901028001915,,,,,,,,,
278,传统烟,,,大青山,,烤烟型,,,,,,,,,,,,,,,,,,,,,,,,,
279,传统烟,历史品牌,苁蓉,苁蓉(硬),苁蓉,烤烟型,15mg,,1.1mg,,84mm,20mg,25mg,纸质硬盒,红,红色,,20,￥12元,,6901028086646,,,,,,,,,,
280,传统烟,大陆,一品梅,一品梅(精品),一品梅,烤烟型,13mg,,1.3mg,13mg,84mm,30mg,24mm,纸质硬盒,红,黄,,20,￥30元,￥300元,6901028115179,6901028115162,,,,,,,,,
281,传统烟,大陆,一品梅,一品梅(特长),一品梅,烤烟型,13mg,,1.3mg,13mg,84mm,30mg,24mm,纸质硬盒,金,红,,20,￥15元,￥150元,6901028115353,6901028115346,,,,,,,,,
283,传统烟,大陆,一品梅,一品梅(世纪佳品),一品梅,烤烟型,13mg,,1.2mg,14mg,84mm,24mm,24mm,纸质硬盒,黄,金,,20,￥10元,￥100元,6901028115209,6901028115193,,,,,,,,,
284,传统烟,大陆,一品梅,一品梅(世纪红),一品梅,烤烟型,15mg,,1.2mg,14mg,84mm,24mm,24mm,纸质软包,红,金,,20,￥10元,￥100元,6901028309585,6901028309578,,,,,,,,,
285,传统烟,大陆,一品梅,一品梅(佳品醇),一品梅,烤烟型,11mg,,1.0mg,12mg,84mm,24mm,24mm,纸质硬盒,红,金,,20,￥7元,￥70元,6901028115537,6901028115520,,,,,,,,,
287,传统烟,,,国烟,,烤烟型,15mg,,1.0mg,,,,,,,,,,￥25元,,,,,,,,,,,,
289,传统烟,,,华西村(佳品),,烤烟型,15mg,,1.0mg,,,,,,,,,,￥10元,,,,,,,,,,,,
295,传统烟,大陆,长白山,长白山(神韵)??东方神韵,长白山,烤烟型,5mg,,0.6mg,8mg,84mm,30mg,25mg,纸质软包,红,金,,20,￥22元,￥220元,6901028099776,6901028099783,,,,,,,,,
296,传统烟,,,江湾,,烤烟型,,,,,,,,,,,,,,,,,,,,,,,,,
297,传统烟,大陆,将军,将军(天元),将军,烤烟型,13mg,,1.2mg,14mg,84mm,25mg,25mg,纸质软包,红,金,,20,￥50元,￥500元,6901028941013,6901028941020,,,,,,,,,
298,传统烟,大陆,将军,将军(国际),将军,烤烟型,12mg,,1.1mg,13mg,84mm,25mg,25mg,纸质硬盒,棕,桔,,20,￥10元,￥100元,6901028148450,6901028148672,,,,,,,,,
299,传统烟,大陆,将军,将军(沂蒙山),将军,烤烟型,12mg,,1.2mg,13mg,84mm,,,纸质硬盒,金,红,,20,￥10元,￥100元,6901028148450,6901028148672,,,,,,,,,
300,传统烟,大陆,将军,将军(金)??三星金将军,将军,烤烟型,13mg,,1.2mg,14mg,84mm,22mm,25mg,纸质硬盒,金,红,,20,￥20元,￥200元,6901028156653,,,,,,,,,,
301,传统烟,大陆,将军,将军(功勋),将军,烤烟型,13mg,,1.1mg,15mg,84mm,25mg,25mg,纸质硬盒,蓝,白,,20,￥15元,￥150元,6901028941075,6901028941082,,,,,,,,,
302,传统烟,大陆,将军,将军(特纯),将军,烤烟型,13mg,,1.2mg,14mg,84mm,25mg,25mg,纸质硬盒,红,金,,20,￥5元,￥50元,6901028148658,6901028148665,,,,,,,,,
303,传统烟,大陆,将军,将军(亮银),将军,烤烟型,13mg,,1.1mg,,84mm,25mg,25mg,纸质硬盒,红,银,,20,￥8元,￥80元,6901028941310,,,,,,,,,,
304,传统烟,大陆,将军,将军(普通),将军,烤烟型,13mg,,1.3mg,14mg,84mm,22mm,25mg,纸质硬盒,白,红,,20,￥5元,￥50元,6901028148146,6901028147019,,,,,,,,,
305,传统烟,大陆,将军,将军(第一泉),将军,烤烟型,13mg,,1.1mg,14mg,84mm,,,纸质硬盒,蓝,黑,,20,￥8元,￥80元,6901028941310,,,,,,,,,,
308,传统烟,大陆,娇子,娇子(硬正黄天子)??正黄天子,娇子,烤烟型,8mg,,1.0mg,8mg,84mm,,,纸质硬盒,黄,红,,20,￥80元,￥800元,6901028202282,6901028202275,,,,,,,,,
309,传统烟,,,大鸡(硬盒 富贵),,烤烟型,15mg,,1.0mg,,,,,,,,,,￥1元,,,,,,,,,,,,
310,传统烟,,,大鸡(全包),,烤烟型,15mg,,1.0mg,,,,,,,,,,￥1元,,,,,,,,,,,,
311,传统烟,,,大鸡(喜庆),,烤烟型,15mg,,1.0mg,,,,,,,,,,￥1元,,,,,,,,,,,,
312,传统烟,大陆,云烟,云烟(紫),云烟,烤烟型,10mg,,1.1mg,12mg,84mm,25mg,24mm,纸质硬盒,紫红,金,10,20,￥12元,￥120元,6901028046886,6901028046893,,,,,,,,,
313,传统烟,大陆,云烟,云烟(珠光白),云烟,烤烟型,14mg,,1.3mg,15mg,84mm,25mg,24mm,纸质硬盒,银白,红,,20,￥5.5元,￥55元,6901028045636,6901028045643,,,,,,,,,
314,传统烟,大陆,云烟,云烟(红),云烟,烤烟型,10mg,,0.9mg,11mg,84mm,25mg,24mm,纸质硬盒,红,白,,20,￥9元,￥90元,6901028045575,6901028045582,,,,,,,,,
315,传统烟,大陆,云烟,云烟(94mm印象),云烟,烤烟型,10mg,,1.0mg,10mg,94mm,25mg,23mm,纸质硬盒,棕,棕,,20,￥65元,￥650元,6901028310642,6901028310659,,,,,,,,,
316,传统烟,大陆,云烟,云烟(软如意),云烟,烤烟型,8mg,,0.8mg,9mg,84mm,30mg,24mm,纸质软包,红铜,红铜,10,20,￥11元,￥110元,6901028310611,6901028310628,,,,,,,,,
317,传统烟,大陆,娇子,娇子(硬龙凤珍品)??龙凤珍品,娇子,烤烟型,11mg,,1.0mg,12mg,84mm,24mm,24mm,纸质硬盒,金,红,,20,￥21元,￥210元,6901028030700,6901028030717,,,,,,,,,
318,传统烟,大陆,红山茶,红山茶(特红),红山茶,烤烟型,13mg,,1.2mg,14mg,84mm,25mg,24mm,纸质硬盒,红,黑,,20,￥4元,￥40元,6901028045605,6901028045612,,,,,,,,,
319,传统烟,大陆,红山茶,红山茶(紫),红山茶,烤烟型,13mg,,1.2mg,13mg,84mm,25mg,24mm,纸质硬盒,紫,金,,20,￥5元,￥50元,6901028310192,6901028310208,,,,,,,,,
320,传统烟,,,大重九,,烤烟型,14mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
321,传统烟,,,茶花,,烤烟型,14mg,,1.0mg,,94mm,,,,,,,,,,,,,,,,,,,,
322,传统烟,,,春城,,烤烟型,15mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
323,传统烟,历史品牌,香格里拉,香格里拉(红山),香格里拉,烤烟型,14mg,,1.3mg,,84mm,25mg,24mm,纸质硬盒,红,金,,20,￥8元,￥80元,6901028046404,,,,,,,,,,
324,传统烟,历史品牌,香格里拉,香格里拉(蓝卡),香格里拉,烤烟型,14mg,,1.3mg,15mg,84mm,25mg,24mm,纸质硬盒,蓝,蓝,,20,￥8元,￥80元,6901028046763,,,,,,,,,,
325,传统烟,,,千喜奔马,,烤烟型,,,,,,,,,,,,,,,,,,,,,,,,,
326,传统烟,大陆,七匹狼,七匹狼(金)??金狼,七匹狼,烤烟型,11mg,,1.0mg,12mg,84mm,24mm,24mm,纸质硬盒,黄,红,,20,￥8元,￥80元,6901028141871,6901028141888,,,,,,,,,
328,传统烟,大陆,七匹狼,七匹狼(白)??白狼,七匹狼,烤烟型,10mg,,0.9mg,12mg,84mm,24mm,24mm,纸质硬盒,白,桔黄,10,20,￥9元,￥90元,6901028137287,6901028137270,,,,,,,,,
329,传统烟,大陆,七匹狼,七匹狼(红)??红狼,七匹狼,烤烟型,11mg,,1.0mg,12mg,84mm,24mm,24mm,纸质硬盒,红,金,10,20,￥15元,￥150元,6901028137508,6901028137492,,,,,,,,,
330,传统烟,大陆,七匹狼,七匹狼(软红),七匹狼,烤烟型,10mg,,1.0mg,11mg,84mm,27mm,24mm,纸质软包,红色,,10,20,￥16元,￥160元,6901028137683,6901028137676,,,,,,,,,
332,传统烟,大陆,七匹狼,七匹狼(枣红新),七匹狼,烤烟型,13mg,,1.2mg,14mg,84mm,24mm,24mm,纸质硬盒,枣红,银,,20,￥10元,￥100元,6901028138710,6901028138727,,,,,,,,,
333,传统烟,大陆,七匹狼,七匹狼(蓝)??蓝狼,七匹狼,烤烟型,8mg,,0.8mg,9mg,84mm,24mm,24mm,纸质硬盒,蓝,白,10,20,￥11元,￥110元,6901028141130,6901028141147,,,,,,,,,
334,传统烟,大陆,七匹狼,七匹狼(软灰)??SP200,七匹狼,烤烟型,11mg,,1.0mg,12mg,84mm,27mm,24mm,纸质软包,银灰,玫瑰红,10,20,￥21元,￥210元,6901028138505,6901028138536,,,,,,,,,
336,传统烟,大陆,七匹狼,七匹狼(古田)??古田狼,七匹狼,烤烟型,10mg,,0.8mg,12mg,84mm,24mm,24mm,纸质硬盒,红,金,10,20,￥7元,￥70元,6901028137126,6901028137157,,,,,,,,,
337,传统烟,大陆,七匹狼,七匹狼(豪情)??豪情狼,七匹狼,烤烟型,10mg,,0.8mg,12mg,84mm,24mm,24mm,纸质硬盒,红黄,银,10,20,￥8元,￥80元,6901028138352,6901028138369,,,,,,,,,
339,传统烟,,,乘风(枣红),,烤烟型,,,,,,,,,,,,,,,,,,,,,,,,,
340,传统烟,大陆,五叶神,五叶神(硬金特制),五叶神,烤烟型,13mg,,1.3mg,13mg,84mm,20mg,25mg,纸质硬盒,银灰,金,10,20,￥15元,￥150元,6901028007245,6901028007238,,,,,,,,,
341,传统烟,大陆,五叶神,五叶神(硬红),五叶神,烤烟型,13mg,,1.3mg,14mg,84mm,20mg,25mg,纸质硬盒,红,金,,20,￥20元,￥200元,6901028007443,6901028007436,,,,,,,,,
342,传统烟,大陆,五叶神,五叶神(软红),五叶神,烤烟型,12mg,,1.3mg,14mg,84mm,30mg,25mg,纸质软包,红,金,,20,￥32元,￥320元,6901028007610,6901028007603,,,,,,,,,
343,传统烟,大陆,五叶神,五叶神(典藏罐装),五叶神,烤烟型,12mg,,1.3mg,14mg,84mm,30mg,25mg,听/桶/罐,红,银,,40,￥100元,￥530元,6901028007672,6901028007665,,,,,,,,,
344,传统烟,大陆,金圣,金圣(盛世典藏),金圣,烤烟型,11mg,,1.1mg,13mg,84mm,22mm,24mm,纸质硬盒,浅粉红,墨绿,,20,￥100元,￥850元,6901028134606,6901028134613,,,,,,,,,
345,传统烟,大陆,金圣,金圣(蓝),金圣,烤烟型,12mg,,1.1mg,14mg,84mm,22mm,24mm,纸质硬盒,蓝,金,,20,￥10元,￥100元,6901028134088,6901028134071,,,,,,,,,
346,传统烟,大陆,金圣,金圣(软),金圣,烤烟型,10mg,,1.0mg,12mg,84mm,22mm,24mm,纸质软包,黄,红,10,20,￥8元,￥80元,6901028133234,6901028133241,,,,,,,,,
347,传统烟,大陆,金圣,金圣(硬),金圣,烤烟型,10mg,,1.0mg,12mg,84mm,22mm,24mm,纸质硬盒,黄,金,,20,￥12元,￥120元,6901028133296,6901028133302,,,,,,,,,
348,传统烟,大陆,金圣,金圣(吉品),金圣,烤烟型,11mg,,1.2mg,12mg,84mm,22mm,24mm,纸质硬盒,金,黄,10,20,￥25元,￥250元,6901028133906,6901028133890,,,,,,,,,
349,传统烟,大陆,金圣,金圣(软红),金圣,烤烟型,11mg,,1.1mg,12mg,84mm,22mm,24mm,纸质软包,红,金,,20,￥7元,￥70元,6901028133470,6901028133487,,,,,,,,,
352,传统烟,大陆,金圣,金圣(硬典藏),金圣,烤烟型,11mg,,1.1mg,13mg,84mm,22mm,24mm,纸质硬盒,紫,红,,20,￥38元,￥380元,6901028134484,6901028134491,,,,,,,,,
353,传统烟,,,普通海鸟,,烤烟型,,,,,,,,,,,,,,,,,,,,,,,,,
354,传统烟,,,硬精品海鸟,,烤烟型,,,,,,,,,,,,,,,,,,,,,,,,,
355,传统烟,,,硬珍品海鸟,,烤烟型,,,,,,,,,,,,,,,,,,,,,,,,,
356,传统烟,大陆,庐山,庐山(银),庐山,烤烟型,11mg,,0.9mg,14mg,84mm,22mm,24mm,纸质硬盒,银,红,,20,￥3元,￥30元,6901028134514,6901028134521,,,,,,,,,
357,传统烟,大陆,庐山,庐山(精品)??蓝精品,庐山,烤烟型,10mg,,1.0mg,13mg,84mm,22mm,24mm,纸质硬盒,蓝,金,,20,￥5元,￥50元,6901028133920,6901028133913,,,,,,,,,
358,传统烟,大陆,庐山,庐山(珍品),庐山,烤烟型,14mg,,1.2mg,14mg,84mm,22mm,24mm,纸质硬盒,红,金,,20,￥7元,￥70元,6901028133678,6901028133685,,,,,,,,,
359,传统烟,大陆,庐山,庐山(硬),庐山,烤烟型,11mg,,0.8mg,14mg,84mm,22mm,24mm,纸质硬盒,红,金,,20,￥5元,￥30元,6901028133722,6901028133715,,,,,,,,,
360,传统烟,大陆,庐山,庐山(黄精品),庐山,烤烟型,11mg,,1mg,12mg,84mm,24mm,24mm,纸质硬盒,黄,金,10,20,￥7.5元,￥75元,6901028134576,6901028134583,,,,,,,,,
367,传统烟,大陆,南京,南京(精品),南京,烤烟型,11mg,,1.2mg,12mg,84mm,22mm,25mg,纸质硬盒,黄,红,,20,￥22元,￥220元,6901028300094,6901028300100,,,,,,,,,
369,传统烟,大陆,南京,南京(红)??红南京,南京,烤烟型,11mg,,1.1mg,11mg,84mm,22mm,25mg,纸质硬盒,红,黄,10,20,￥15元,￥150元,6901028300056,6901028300063,,,,,,,,,
371,传统烟,大陆,梦都,梦都(七彩),梦都,烤烟型,11mg,,1.0mg,12mg,84mm,22mm,25mg,纸质硬盒,橙红,红色,,20,￥15元,￥150元,6901028112802,6901028112819,,,,,,,,,
372,传统烟,大陆,梦都,梦都(细支型),梦都,烤烟型,8mg,,0.8mg,8mg,97mm,30mg,17mm,纸质硬盒,白色,浅红,,20,￥10元,￥100元,6901028112956,6901028112963,,,,,,,,,
373,传统烟,国外,Sportsman(运动员),运动员(红)??Sportsman 运动员,Sportsman(运动员),混合型,,,,,84mm,,,纸质硬盒,红,白,,20,,,61600157,,,,,,,,,,
374,传统烟,港澳台,阿里山,阿里山(软景泰典蓝)??阿里山,阿里山,烤烟型,9mg,,0.9mg,9mg,84mm,,,纸质软包,蓝,金,,20,￥50元,￥500元,4711588137403,,,,,,,,,,
375,传统烟,大陆,梦都,梦都(精品),梦都,烤烟型,13mg,,1.1mg,13mg,84mm,22mm,25mg,纸质硬盒,金色,红色,,20,￥7元,￥70元,6901028111836,,,,,,,,,,
376,传统烟,大陆,梦都,梦都(佳品),梦都,烤烟型,14mg,,1.1mg,,84mm,22mm,25mg,纸质硬盒,红色,金色,,20,￥5元,￥50元,,,,,,,,,,,
377,传统烟,大陆,云烟,云烟(5mg印象),云烟,烤烟型,5mg,,0.5mg,6mg,84mm,30mg,,纸质硬盒,黄,黑,,20,￥100元,￥850元,6901028310673,6901028310680,,,,,,,,,
381,传统烟,大陆,泰山,泰山(软红八喜),泰山,烤烟型,9mg,,0.8mg,11mg,84mm,30mg,,纸质软包,红,金,,20,￥6元,￥60元,6901028157766,6901028157773,,,,,,,,,
382,传统烟,大陆,大红鹰,大红鹰(精品),大红鹰,烤烟型,13mg,,1.2mg,13mg,84mm,20mg,25mg,纸质硬盒,红,金,,20,￥20元,￥200元,6901028119160,6901028119177,,,,,,,,,
383,传统烟,大陆,黄鹤楼,黄鹤楼(为了谁·硬大漠迷彩6mg)??大彩,黄鹤楼,烤烟型,6mg,,0.6mg,8mg,84mm,30mg,,纸质硬盒,迷彩,绿,10,20,￥30元,￥300元,6901028182652,6901028182669,,,,,,,,,
384,传统烟,大陆,娇子,娇子(硬龙凤世纪朝)??世纪朝,娇子,烤烟型,10mg,,1.0mg,11mg,84mm,20mg,24mm,纸质硬盒,红,金,,20,￥6元,￥60元,6901028030946,6901028030960,,,,,,,,,
385,传统烟,,,51(精品),,烤烟型,15mg,,1.0mg,,,,,,,,,,￥5元,,,,,,,,,,,,
386,传统烟,,,51(薄荷),,烤烟型,15mg,,1.0mg,,,,,,,,,,￥2元,,,,,,,,,,,,
387,传统烟,,,51(软包国际),,烤烟型,15mg,,1.0mg,,,,,,,,,,￥5元,,,,,,,,,,,,
388,传统烟,,,51(红),,烤烟型,15mg,,1.0mg,,,,,,,,,,￥5元,,,,,,,,,,,,
389,传统烟,,,51(国际 蓝),,烤烟型,15mg,,1.0mg,,,,,,,,,,￥5元,,,,,,,,,,,,
390,传统烟,,,51(黄),,烤烟型,15mg,,1.0mg,,,,,,,,,,￥2元,,,,,,,,,,,,
391,传统烟,,,51(喜),,烤烟型,15mg,,1.0mg,,,,,,,,,,￥2元,,,,,,,,,,,,
392,传统烟,历史品牌,上游,上游(新品),上游,烤烟型,15mg,,1.3mg,,84mm,20mg,25mg,纸质硬盒,白,红,,20,￥5元,,6901028344494,,,,,,,,,,
393,传统烟,历史品牌,上游,上游(嘴),上游,烤烟型,12mg,,0.9mg,,84mm,20mg,25mg,纸质硬盒,红,蓝,,20,,,6901028344074,,,,,,,,,,
394,传统烟,历史品牌,上游,上游(硬),上游,烤烟型,12mg,,0.9mg,,84mm,20mg,25mg,纸质硬盒,红,金,,20,,,6901028119801,,,,,,,,,,
395,传统烟,历史品牌,八喜,特制精品八喜,八喜,烤烟型,8mg,,0.8mg,,,,,,,,,,,,,,,,,,,,,,
396,传统烟,历史品牌,八喜,硬新特醇八喜,八喜,烤烟型,13mg,,1.0mg,,,,,,,,,,,￥35元,,,,,,,,,,,
397,传统烟,历史品牌,八喜,八喜(富贵),八喜,烤烟型,13mg,,1.0mg,,84mm,22mm,24mm,纸质硬盒,红,金,,20,￥7元,￥70元,6901028152266,,,,,,,,,,
398,传统烟,历史品牌,八喜,全包精品八喜,八喜,烤烟型,8mg,,0.8mg,,,,,,,,,,,￥180元,,,,,,,,,,,
399,传统烟,历史品牌,八喜,八喜(贵宾)??VIP,八喜,烤烟型,9mg,,0.8mg,13mg,84mm,30mg,24mm,纸质软包,红,金,,20,￥5元,￥50元,6901028152204,,,,,,,,,,
400,传统烟,国外,KENT,健牌(银灰爆珠)阿塞拜疆含税版??银灰爆珠KENT??健牌 箭牌 肯特,KENT,混合型,4mg,,0.3mg,,,,,纸质硬盒,灰,绿,,20,,,46089953,,,,,,,,,,
401,传统烟,历史品牌,八喜,硬盒红八喜,八喜,烤烟型,16mg,,1.2mg,,,,,,,,,,,,,,,,,,,,,,
402,传统烟,历史品牌,八喜,硬新八喜,八喜,烤烟型,15mg,,1.2mg,,,,,,,,,,,,,,,,,,,,,,
403,传统烟,历史品牌,八喜,硬盒特醇八喜,八喜,烤烟型,15mg,,1.2mg,,,,,,,,,,,,,,,,,,,,,,
404,传统烟,历史品牌,八喜,硬盒珍品八喜,八喜,烤烟型,12mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
405,传统烟,,,硬特制精品东方,,烤烟型,16mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
411,传统烟,大陆,石林,石林(软精品二代),石林,烤烟型,13mg,,1.2mg,14mg,84mm,25mg,24mm,纸质软包,红,银,,20,￥7元,￥70元,6901028051330,6901028051347,,,,,,,,,
412,传统烟,大陆,石林,石林(软精品),石林,烤烟型,13mg,,1.2mg,14mg,84mm,25mg,24mm,纸质软包,红,金,,20,￥8元,￥80元,6901028051422,6901028051439,,,,,,,,,
413,传统烟,大陆,石林,石林(硬),石林,烤烟型,13mg,,1.2mg,14mg,84mm,25mg,24mm,纸质硬盒,白色,红色,,20,￥4元,￥40元,6901028050913,6901028050920,,,,,,,,,
415,传统烟,大陆,石林,石林(白),石林,烤烟型,13mg,,1.2mg,14mg,84mm,25mg,24mm,纸质硬盒,白,红,,20,￥5元,￥50元,6901028051453,6901028051460,,,,,,,,,
418,传统烟,大陆,石林,石林(软),石林,烤烟型,13mg,,1.2mg,14mg,84mm,20mg,24mm,纸质软包,白,红,,20,￥3.5元,￥35元,6901028050883,6901028050890,,,,,,,,,
419,传统烟,,,福牌(贵宾一号),,烤烟型,13mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
420,传统烟,,,福牌(全软精品),,烤烟型,13mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
421,传统烟,,,福牌(全硬精品),,烤烟型,15mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
422,传统烟,,,福牌(全硬全家福),,烤烟型,15mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
423,传统烟,,,福牌(全硬特醇乾坤),,烤烟型,15mg,,1.0mg,,,,,,,,,,￥5元,,,,,,,,,,,,
424,传统烟,,,福牌(全硬紫),,烤烟型,15mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
425,传统烟,,,福牌(全硬银),,烤烟型,14mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
426,传统烟,,,福牌(全硬特醇),,烤烟型,13mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
427,传统烟,,,福牌(全软特醇),,烤烟型,14mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
428,传统烟,大陆,小熊猫,小熊猫(蓝世纪风),小熊猫,烤烟型,14mg,,1.2mg,,84mm,,,纸质硬盒,蓝,金,,20,￥10元,￥100元,6901028337120,6901028337137,,,,,,,,,
429,传统烟,大陆,小熊猫,小熊猫(软珍品),小熊猫,烤烟型,12mg,,1.1mg,13mg,84mm,20mg,24mm,纸质软包,红,金,,20,￥25元,￥220元,6901028337014,6901028337021,,,,,,,,,
430,传统烟,大陆,小熊猫,小熊猫(红世纪风),小熊猫,烤烟型,13mg,,1.2mg,13mg,84mm,20mg,24mm,纸质硬盒,红,金,,20,￥10元,￥100元,6901028337236,6901028337229,,,,,,,,,
434,传统烟,大陆,小熊猫,小熊猫(精品),小熊猫,烤烟型,13mg,,1.2mg,13mg,84mm,20mg,24mm,纸质硬盒,绿,金,,20,￥20元,￥200元,6901028056168,6901028056175,,,,,,,,,
435,传统烟,,,吉庆(软),,烤烟型,14mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
436,传统烟,,,吉庆(硬),,烤烟型,14mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
437,传统烟,大陆,熊猫,熊猫(典藏版)??熊猫硬特规,熊猫,烤烟型,17mg,,1.2mg,12mg,84mm,30mg,25mg,纸质硬盒,蓝,红,,20,￥120元,￥1500元,6901028075756,,,,,,,,,,
438,传统烟,大陆,熊猫,熊猫(硬时代版),熊猫,烤烟型,11mg,,1.1mg,9mg,84mm,30mg,25mg,纸质硬盒,橙黄,红,,20,￥85元,￥850元,6901028076258,6901028076265,,,,,,,,,
439,传统烟,大陆,中华,中华(全开式)??全开式中华,中华,烤烟型,11mg,,1.1mg,11mg,84mm,20mg,25mg,纸质硬盒,红,金,10,20,￥47元,￥470元,6901028075718,6901028075725,,,,,,,,,
440,传统烟,大陆,中华,中华(硬10mg)??10mg硬盒中华,中华,烤烟型,10mg,,1.0mg,10mg,84mm,20mg,25mg,纸质硬盒,红色,金色,,20,￥43元,￥420元,6901028075794,6901028075039,,,,,,,,,
441,传统烟,大陆,中华,中华(软),中华,烤烟型,11mg,,1mg,11mg,84mm,22mm,25mg,纸质软包,红,金,10,20,￥70元,￥700元,6901028075770,6901028075022,,,,,,,,,
