ID,香烟品类,香烟地域,香烟品牌,名称,品牌:,类型:,焦油:,焦油高低:,烟碱:,一氧化碳:,长度:,过滤嘴长:,周长:,包装形式:,主颜色:,副颜色:,条装盒数:,每盒数量:,小盒价格:,条装价格:,小盒条码:,条装条码:
2183,传统烟,大陆,红金龙,红金龙(晓楼8mg),红金龙,烤烟型,8mg,,0.8mg,8mg,84mm,,,纸质硬盒,白,黄,,20,￥25元,￥140元,6901028180177,,,,,,,,,,,,,,
2184,传统烟,大陆,云烟,云烟(软珍品出口),云烟,烤烟型,12mg,,1.1mg,13mg,84mm,20mg,,纸质软包,红,金,,20,￥14元,￥140元,6901028311007,6901028311014,,,,,,,,,,,,,
2185,传统烟,大陆,娇子,娇子(新硬龙凤经典),娇子,烤烟型,11mg,,1.2mg,11mg,84mm,24mm,24mm,纸质硬盒,红,金,,20,￥16元,￥160元,6901028032926,6901028030144,,,,,,,,,,,,,
2186,传统烟,大陆,黄鹤楼,黄鹤楼(品道6),黄鹤楼,烤烟型,6mg,,0.6mg,6mg,84mm,30mg,,纸质硬盒,白,褐,,20,￥75元,￥750元,6901028182249,6901028182256,,,,,,,,,,,,,
2187,传统烟,大陆,贵烟,贵烟(喜满意),贵烟,烤烟型,10mg,,0.9mg,12mg,84mm,30mg,,纸质硬盒,红,金,,20,￥15元,￥150元,6901028102186,6901028102179,,,,,,,,,,,,,
2188,传统烟,大陆,黄山,黄山(软一品),黄山,烤烟型,10mg,,1.1mg,12mg,84mm,25mg,,纸质软包,红,金,,20,￥6元,￥60元,6901028225649,6901028225656,,,,,,,,,,,,,
2189,传统烟,大陆,中南海,中南海(蓝色时光),中南海,混合型,7mg,,0.6mg,9mg,84mm,25mg,,纸质软包,蓝,白,,20,￥10元,￥100元,6901028070126,6901028070133,,,,,,,,,,,,,
2190,传统烟,大陆,红金龙,红金龙(晓楼9mg),红金龙,烤烟型,9mg,,0.9mg,9mg,84mm,30mg,,纸质硬盒,白,黄,,20,￥8元,￥80元,6901028180023,,,,,,,,,,,,,,
2191,传统烟,国外,CONGRESS(国会),国会(红)??CONGRESS 国会,CONGRESS(国会),混合型,,,,,84mm,,,纸质软包,红,蓝,,20,,,02878829,,,,,,,,,,,,,,
2192,传统烟,大陆,黄金叶,黄金叶(金满堂),黄金叶,烤烟型,10mg,,1.0mg,11mg,84mm,25mg,,纸质硬盒,黄,红,10,20,￥11元,￥105元,6901028169677,6901028169257,,,,,,,,,,,,,
2193,传统烟,国外,Marlboro,万宝路(硬黑薄荷日版)??Marlboro black menthol ONE,Marlboro,混合型,,,,,84mm,,,纸质硬盒,黑,绿,,20,,,7622100984320,,,,,,,,,,,,,,
2194,传统烟,国外,Marlboro,万宝路(金越版),Marlboro,混合型,,,,,84mm,,,纸质硬盒,白,金,,20,,,89301234,,,,,,,,,,,,,,
2195,传统烟,国外,LUCKY STRIKE(好彩),好彩(黑免税)??LUCKY STRIKE 好彩,LUCKY STRIKE(好彩),混合型,,,,,84mm,,,纸质硬盒,黑,蓝,,20,,,8888075002554,,,,,,,,,,,,,,
2196,传统烟,大陆,娇子,娇子(硬天子),娇子,烤烟型,12mg,,1.1mg,12mg,84mm,25mg,,纸质硬盒,黄,红,,20,￥30元,￥300元,6901028025096,,,,,,,,,,,,,,
2197,传统烟,大陆,七匹狼,7匹狼(通运),七匹狼,烤烟型,10mg,,1.0mg,11mg,84mm,27mm,,纸质软包,黄,红,10,20,￥23元,￥230元,6901028141666,6901028141673,,,,,,,,,,,,,
2198,传统烟,大陆,南京,南京(七星),南京,烤烟型,12mg,,1.2mg,13mg,84mm,,,纸质硬盒,红,金,,20,￥28元,￥280元,6901028116268,6901028116275,,,,,,,,,,,,,
2199,传统烟,大陆,黄鹤楼,黄鹤楼(为了谁·硬大漠迷彩12mg)??硬大彩,黄鹤楼,烤烟型,9mg,,0.9mg,9mg,84mm,30mg,,纸质硬盒,迷彩,白,,20,￥35元,￥350元,6901028179652,6901028179645,,,,,,,,,,,,,
2200,传统烟,国外,LUCKY STRIKE(好彩),好彩(薄荷中免)??LUCKY STRIKE mentha piperita??LUCKY STRIKE 好彩,LUCKY STRIKE(好彩),外香型,8mg,,0.6mg,8mg,84mm,,,纸质硬盒,白,绿,10,20,￥18元,￥180元,8888075001878,,,,,,,,,,,,,,
2201,传统烟,国外,555,555(金中免新春贺岁版),555,烤烟型,12mg,,1.2mg,12mg,84mm,28mm,,纸质硬盒,蓝,金,,20,￥12元,￥120元,8888075002882,,,,,,,,,,,,,,
2202,传统烟,大陆,娇子,娇子(硬龙凤喜庆)??龙凤喜庆,娇子,烤烟型,12mg,,1.0mg,13mg,84mm,24mm,24mm,纸质硬盒,红,金,,20,￥7元,￥70元,6901028030731,6901028030762,,,,,,,,,,,,,
2203,传统烟,大陆,玉溪,玉溪(8090),玉溪,烤烟型,8mg,,0.8mg,9mg,84mm,24mm,,纸质硬盒,红,金,,20,￥32元,￥320元,6901028316606,6901028316569,,,,,,,,,,,,,
2204,传统烟,大陆,南京,南京(硬林)??南京红杉树小贡,南京,烤烟型,11mg,,1mg,12mg,84mm,30mg,,纸质硬盒,黄,红,10,20,￥20元,￥200元,6901028116305,6901028116312,,,,,,,,,,,,,
2205,传统烟,国外,555,555(金锐中免新春贺岁版),555,烤烟型,8mg,,0.9mg,10mg,84mm,28mm,,纸质硬盒,白,金,,20,,,8888075002905,,,,,,,,,,,,,,
2206,传统烟,国外,555,555(弘亚太免税新春贺岁版),555,烤烟型,12mg,,1.1mg,,94mm,28mm,,纸质硬盒,蓝,红,,20,,,8888075002929,,,,,,,,,,,,,,
2207,传统烟,国外,555,555(弘博亚太免税新春贺岁版),555,烤烟型,8mg,,0.7mg,,94mm,27mm,,纸质硬盒,白,红,,20,,,8888075002943,,,,,,,,,,,,,,
2208,传统烟,大陆,南京,南京(硬金星)??南京红杉树五星,南京,烤烟型,11mg,,1mg,11mg,84mm,,,纸质硬盒,红,金,10,20,￥17元,￥170元,6901028116336,6901028116343,,,,,,,,,,,,,
2209,传统烟,大陆,黄鹤楼,黄鹤楼(喜相逢·金玉满堂),黄鹤楼,烤烟型,5.8mg,,0.5mg,5.8mg,,,,纸质软包,红,金,,20,￥100元,￥800元,6901028185349,6901028185356,,,,,,,,,,,,,
2210,传统烟,国外,DUNHILL(登喜路),登喜路(14mg加拿大版)??DUNHILL 登喜路,DUNHILL(登喜路),混合型,14mg,,,,84mm,,,纸质硬盒,红,金,,20,￥80元,￥800元,06194232,,,,,,,,,,,,,,
2211,传统烟,大陆,哈尔滨,哈尔滨(禧龙),哈尔滨,烤烟型,10mg,,1.1mg,12mg,84mm,30mg,,纸质硬盒,黄,褐,,20,￥14元,￥140元,6901028104753,6901028104760,,,,,,,,,,,,,
2212,传统烟,国外,Marlboro,万宝路(亚太免税黑绿)??Marlboro Black,Marlboro,混合型,,,,,84mm,,,纸质硬盒,黑,绿,,20,,,7622100982111,,,,,,,,,,,,,,
2213,传统烟,国外,Marlboro,万宝路(中南半岛免税软红),Marlboro,混合型,,,,,84mm,22mm,,纸质软包,红,白,,20,￥11元,￥110元,7622100996781,,,,,,,,,,,,,,
2214,传统烟,大陆,黄鹤楼,黄鹤楼(为了谁·精彩),黄鹤楼,烤烟型,5mg,,0.5mg,5mg,84mm,,,纸质硬盒,迷彩,绿,,20,￥100元,￥800元,6901028219945,,,,,,,,,,,,,,
2215,传统烟,港澳台,尊爵(长寿),尊爵(G6)??尊爵 长寿,尊爵(长寿),混合型,5mg,,0.4mg,,84mm,,,纸质硬盒,白,青,,20,￥5元,￥50元,4711588115005,,,,,,,,,,,,,,
2216,传统烟,国外,ESSE(爱喜),爱喜(蓝特醇台湾版)??ESSE BLUE??ESSE 爱喜,ESSE(爱喜),混合型,5mg,,0.5mg,,84mm,,,纸质硬盒,白,蓝,,20,,,88011967,,,,,,,,,,,,,,
2217,传统烟,大陆,黄鹤楼,黄鹤楼(濠河)??濠河白,黄鹤楼,烤烟型,8mg,,0.8mg,8mg,84mm,30mg,,纸质硬盒,白,金,,20,￥100元,￥1000元,6901028219945,6901028219952,,,,,,,,,,,,,
2218,传统烟,大陆,黄鹤楼,黄鹤楼(喜相逢·金玫瑰),黄鹤楼,烤烟型,2.8mg,,0.28mg,2.8mg,84mm,,,纸质硬盒,红,金,10,20,￥80元,￥800元,6901028219945,6901028219952,,,,,,,,,,,,,
2219,传统烟,大陆,龙烟,龙烟(黑),龙烟,烤烟型,10mg,,1.0mg,12mg,84mm,,,纸质硬盒,黑,金,,20,,,6901028104562,,,,,,,,,,,,,,
2220,传统烟,港澳台,520,520(蓝玫瑰101),520,外香型,7mg,,0.6mg,,97mm,,,纸质硬盒,白,蓝,,20,￥9元,￥90元,4711588133603,,,,,,,,,,,,,,
2221,传统烟,大陆,长城,长城(迷你原味),长城,,,中,,,,,27mm,金属盒,,,,,￥25元,,6901028146050,,雪茄,半机制雪茄,100mm,8.6mm,22环,10,10,￥250元,6901028035729,,,,
2222,传统烟,大陆,哈尔滨,哈尔滨(硬黄),哈尔滨,烤烟型,13mg,,1.1mg,13mg,84mm,,,纸质硬盒,黄,红,,20,￥2.5元,￥25元,6901028103312,6901028103329,,,,,,,,,,,,,
2223,传统烟,港澳台,阿里山,阿里山(硬天韵)??阿里山,阿里山,烤烟型,10mg,,1mg,10mg,84mm,27mm,,纸质硬盒,金,枣红,10,20,￥18元,￥180元,4711588139506,,,,,,,,,,,,,,
2224,传统烟,国外,Marlboro,万宝路(非洲免税),Marlboro,混合型,,,,,84mm,,,纸质硬盒,红,白,,20,￥10元,￥100元,7622100996200,7622100996217,,,,,,,,,,,,,
2225,传统烟,大陆,娇子,娇子(硬功夫)??功夫娇子,娇子,烤烟型,10mg,,1.1mg,11mg,84mm,30mg,24mm,纸质硬盒,绿,黑,,20,￥23元,￥230元,6901028027069,6901028027076,,,,,,,,,,,,,
2226,传统烟,大陆,娇子,娇子(硬红经典)??经典红娇,娇子,烤烟型,12mg,,1.1mg,12mg,84mm,,,纸质硬盒,灰白,红,,20,￥15元,￥150元,6901028033916,6901028033923,,,,,,,,,,,,,
2227,传统烟,大陆,娇子,娇子(硬蓝经典)??经典蓝娇,娇子,烤烟型,11mg,,1.1mg,11mg,84mm,,,纸质硬盒,灰白,蓝,10,20,￥15元,￥150元,6901028033947,6901028033954,,,,,,,,,,,,,
2228,传统烟,大陆,利群,利群(长嘴8mg),利群,烤烟型,8mg,,0.8mg,10mg,84mm,,,纸质硬盒,绿,金,,20,￥21元,￥210元,6901028119863,6901028119870,,,,,,,,,,,,,
2229,传统烟,国外,CAMEL(骆驼),骆驼(特醇俄版)??CAMEL LIGHTS,CAMEL(骆驼),混合型,6mg,,0.6mg,,,,,纸质硬盒,棕黄,蓝,,20,￥12元,￥120元,42137610,,,,,,,,,,,,,,
2230,传统烟,国外,L&M,L&M(特醇韩版免税)??L&M,L&M,混合型,9mg,,0.7mg,,84mm,27mm,,纸质硬盒,白,蓝,,20,￥6.5元,￥65元,8809092870025,8809092870049,,,,,,,,,,,,,
2231,传统烟,大陆,黄山,黄山(集美),黄山,烤烟型,8mg,,0.9mg,8mg,,,,纸质软包,红,金,,20,￥20元,￥200元,6091028223195,6901028223201,,,,,,,,,,,,,
2232,传统烟,大陆,真龙,真龙(馨云),真龙,烤烟型,8mg,,0.8mg,10mg,84mm,,,纸质硬盒,白,灰,,20,￥1330,￥130元,6901028013932,6901028013949,,,,,,,,,,,,,
2233,传统烟,大陆,红金龙,红金龙(硬南洋大楼),红金龙,烤烟型,8mg,,0.8mg,8mg,84mm,,,纸质硬盒,红,金,,20,￥6元,￥60元,6901028188104,6901028188111,,,,,,,,,,,,,
2234,传统烟,大陆,雪域,雪域(软珍品)??雪域软红,雪域,烤烟型,13mg,,1.2mg,12mg,,,,纸质软包,红,金,,,,,6091028326742,,,,,,,,,,,,,,
2235,传统烟,大陆,黄鹤楼,黄鹤楼(喜相逢·喜上眉梢),黄鹤楼,烤烟型,6mg,,0.6mg,6mg,79mm,,,纸质硬盒,,,,,￥100元,￥1000元,6901028219945,,,,,,,,,,,,,,
2236,传统烟,大陆,南京,南京(臻品)??南京一品梅紫,南京,烤烟型,11mg,,1.0mg,11mg,,,,纸质硬盒,,,,,￥32元,￥320元,6901028116879,6901028116886,,,,,,,,,,,,,
2237,传统烟,大陆,苏烟,苏烟(新星),苏烟,烤烟型,11mg,,1.0mg,11mg,84mm,,,纸质软包,金,,,,￥70元,￥700元,6901028111911,6901028111928,,,,,,,,,,,,,
2238,传统烟,大陆,苏烟,苏烟(天星),苏烟,烤烟型,11mg,,1.0mg,11mg,,,,纸质硬盒,,,,20,￥100元,￥1000元,6901028116602,6901028116619,,,,,,,,,,,,,
2239,传统烟,大陆,南京,南京(红华西),南京,烤烟型,11mg,,1.0mg,12mg,84mm,,,纸质硬盒,红,金,10,20,￥14元,￥140元,6901028116152,6901028116169,,,,,,,,,,,,,
2240,传统烟,大陆,贵烟,贵烟(喜格5mg),贵烟,烤烟型,5mg,,0.5mg,6mg,,,,纸质硬盒,浅黄,银,,,￥22元,￥220元,6901028102445,6901028102452,,,,,,,,,,,,,
2241,传统烟,大陆,贵烟,贵烟(喜格7mg),贵烟,烤烟型,7mg,,0.7mg,9mg,,,,纸质硬盒,橙,咖啡,,,￥16元,￥160元,6901028102476,6901028102483,,,,,,,,,,,,,
2242,传统烟,大陆,金圣,金圣(软天成),金圣,烤烟型,6mg,,0.7mg,8mg,84mm,,,纸质软包,红,褐,,20,￥24元,￥240元,6901028136198,6901028136204,,,,,,,,,,,,,
2243,传统烟,大陆,玉溪,玉溪(硬庄园16支)??玉溪庄园,玉溪,烤烟型,8mg,,0.8mg,8mg,74mm,,,纸质硬盒,浅黄,棕,,16,￥100元,￥980元,6901028317641,6901028317672,,,,,,,,,,,,,
2244,传统烟,大陆,泰山,泰山(8mg)??泰山8mg,泰山,混合型,8mg,,0.8mg,10mg,84mm,25mg,,纸质硬盒,白,金,,,￥8元,￥80元,6901028157858,6901028157865,,,,,,,,,,,,,
2245,传统烟,大陆,黄金叶,黄金叶(盛世金典),黄金叶,烤烟型,11mg,,0.9mg,11mg,84mm,,,纸质软包,深蓝,金,10,20,￥22元,￥220元,6901028169769,6901028169783,,,,,,,,,,,,,
2246,传统烟,大陆,红双喜(沪),红双喜(江山珍品)旧版??红双喜,红双喜(沪),烤烟型,11mg,,1mg,11mg,84mm,,,纸质硬盒,金色,,10,20,￥17元,￥170元,6901028073899,6901028073905,,,,,,,,,,,,,
2247,传统烟,国外,555,555(弘·旅游限量版),555,烤烟型,12mg,,1.1mg,,94mm,27mm,,纸质硬盒,金,红,,20,,,8888075004220,,,,,,,,,,,,,,
2248,传统烟,国外,555,555(弘博·旅游限量版),555,烤烟型,8mg,,0.7mg,,94mm,27mm,,纸质硬盒,银,红,,20,,,8888075004244,,,,,,,,,,,,,,
2249,传统烟,大陆,长白山,长白山(香魁),长白山,烤烟型,6mg,,0.6mg,8mg,84mm,,,纸质硬盒,黑,金,,20,￥100元,￥1000元,6901028100953,6901028100960,,,,,,,,,,,,,
2250,传统烟,大陆,红河,红河(小熊猫世纪风),红河,烤烟型,10mg,,1mg,12mg,84mm,,,纸质软包,红,金,10,20,￥1330,￥130元,6901028311458,6901028311465,,,,,,,,,,,,,
2251,传统烟,大陆,红金龙,红金龙(望星空),红金龙,雪茄型,8mg,,0.8mg,9mg,84mm,25mg,,纸质硬盒,蓝,金,,20,￥8元,￥80元,6901028186957,6901028186964,,,,,,,,,,,,,
2252,传统烟,大陆,双喜,双喜(硬金樽好日子),双喜,烤烟型,11mg,,1.1mg,11mg,84mm,25mg,,纸质硬盒,红,金,10,20,￥28元,￥280元,6901028942966,6901028942973,,,,,,,,,,,,,
2253,传统烟,大陆,金圣,金圣(硬天逸),金圣,烤烟型,8mg,,0.7mg,8mg,84mm,24mm,,纸质硬盒,黄,棕,,20,￥17元,￥170元,6901028136228,6901028136235,,,,,,,,,,,,,
2254,传统烟,大陆,好猫,好猫(猴王磨砂),好猫,烤烟型,11mg,,1.1mg,13mg,84mm,25mg,,纸质硬盒,金,红,10,20,￥12元,￥120元,6901028936460,6901028936477,,,,,,,,,,,,,
2255,传统烟,大陆,双喜,双喜(硬金五叶神),双喜,烤烟型,11mg,,1.1mg,12mg,84mm,20mg,,纸质硬盒,银,金,10,20,￥1330,￥130元,6901028005029,6901028005036,,,,,,,,,,,,,
2256,传统烟,大陆,金圣,金圣(硬天成),金圣,烤烟型,7mg,,0.7mg,9mg,84mm,25mg,,纸质硬盒,红,黑,,20,￥21元,￥210元,6901028136167,6901028136174,,,,,,,,,,,,,
2257,传统烟,国外,Marlboro,万宝路(爆珠薄荷澳门版)??澳版蓝黑爆珠万 Marlboro ICE BLAST,Marlboro,混合型,8mg,,0.6mg,,,,,纸质硬盒,,,,20,￥21元,￥210元,4897010554779,,,,,,,,,,,,,,
2258,传统烟,大陆,白沙,白沙(8mg精品),白沙,烤烟型,8mg,,0.8mg,9mg,84mm,25mg,,纸质硬盒,棕,白,,,￥11元,￥110元,6901028069786,6901028069793,,,,,,,,,,,,,
2259,传统烟,大陆,黄山,黄山(软金皖),黄山,烤烟型,11mg,,1.1mg,11mg,84mm,,,纸质软包,金,红,,20,￥42元,￥420元,6901028223232,6901028223225,,,,,,,,,,,,,
2260,传统烟,大陆,好猫,好猫(富贵),好猫,烤烟型,8mg,,0.8mg,8mg,84mm,,,纸质软包,金,红,,20,￥22元,￥210元,6901028936521,6901028936538,,,,,,,,,,,,,
2261,传统烟,大陆,好猫,好猫(金延安),好猫,烤烟型,11mg,,1.1mg,12mg,84mm,20mg,,纸质硬盒,金,红,,20,￥1330,￥130元,6901028936491,6901028936507,,,,,,,,,,,,,
2262,传统烟,大陆,中南海,中南海(浪漫风情),中南海,混合型,5mg,,0.4mg,6mg,,,,纸质软包,,,,,￥22元,￥220元,6901028070096,6901028070102,,,,,,,,,,,,,
2263,传统烟,大陆,黄山,黄山(新视界·紫气东来),黄山,烤烟型,10mg,,1.0mg,10mg,84mm,25mg,,纸质硬盒,黑,紫,,20,￥80元,￥800元,6901028225908,6901028225915,,,,,,,,,,,,,
2264,传统烟,大陆,七匹狼,7匹狼(大通仙),七匹狼,烤烟型,10mg,,1.0mg,10mg,74mm,20mg,,纸质硬盒,深棕,金,10,20,￥85元,￥850元,6901028142090,6901028142625,,,,,,,,,,,,,
2265,传统烟,大陆,红金龙,红金龙(红神州腾龙),红金龙,烤烟型,12mg,,1.1mg,13mg,84mm,,,纸质硬盒,,,,20,￥6元,￥60元,6901028180610,,,,,,,,,,,,,,
2266,传统烟,大陆,金圣,金圣(硬行云),金圣,烤烟型,8mg,,0.8mg,9mg,84mm,24mm,,纸质硬盒,白,金,,20,￥14元,￥140元,6901028136259,6901028136266,,,,,,,,,,,,,
2267,传统烟,港澳台,红双喜(港),红双喜(听装珍藏版·浅绿)??南洋红双喜,红双喜(港),烤烟型,9mg,,0.8mg,,,,,听/桶/罐,浅绿,红,,,￥35元,,4891132011318,,,,,,,,,,,,,,
2268,传统烟,历史品牌,MILD SEVEN(柔和七星),柔和七星(特醇日版·软8mg)??MILD SEVEN LIGHTS 8MG,MILD SEVEN(柔和七星),混合型,8mg,,,,,,,纸质软包,蓝,白,,20,,,4902210113807,,,,,,,,,,,,,,
2269,传统烟,国外,Seven Stars(七星),七星(灰免泰版)??Seven Stars Charcoal Filter??Seven Stars 七星,Seven Stars(七星),混合型,,,,,84mm,25mg,,纸质硬盒,白,黑,,20,,,4902210202600,,,,,,,,,,,,,,
2270,传统烟,国外,CAMEL(骆驼),骆驼(爆珠美国免税版),CAMEL(骆驼),混合型,,,,,84mm,27mm,,纸质硬盒,黑,蓝,,20,,,012300197410,,,,,,,,,,,,,,
2271,传统烟,国外,555,555金(美国加州含税版),555,混合型,,,,,84mm,22mm,,纸质硬盒,深蓝,蓝,,20,,,02805252,,,,,,,,,,,,,,
2272,传统烟,国外,Marlboro,万宝路(哈版黑金)??Marlboro gold touch,Marlboro,混合型,,,,,,,,纸质软包,,,,,,,48741811,,,,,,,,,,,,,,
2273,传统烟,大陆,云烟,云烟(金福8mg),云烟,烤烟型,8mg,,0.8mg,10mg,84mm,25mg,,纸质硬盒,金,红,,20,￥16元,￥160元,6901028311182,6901028311199,,,,,,,,,,,,,
2274,传统烟,国外,CAMEL(骆驼),骆驼(薄荷日版)??CAMEL Menthol,CAMEL(骆驼),混合型,,,,,,,,纸质软包,,,,,,,49400878,,,,,,,,,,,,,,
2275,传统烟,大陆,真龙,真龙(巴马天成),真龙,,6mg,,0.6mg,6mg,84mm,,,纸质软包,浅黄,绿,10,20,￥100元,￥1000元,6901028013963,6901028013970,,,,,,,,,,,,,
2276,传统烟,国外,Marlboro,万宝路(日本中醇)??日本中醇万 万宝路中醇日版,Marlboro,混合型,,,,,,,,纸质硬盒,,,,,,,,,,,,,,,,,,,,,
2277,传统烟,大陆,红河,红河(软奔腾),红河,烤烟型,12mg,,1.2mg,13mg,84mm,,,纸质软包,红,金,,20,￥7元,￥70元,6901028331074,6901028331081,,,,,,,,,,,,,
2278,传统烟,大陆,南京,南京(壹品)??南京硬一品,南京,烤烟型,8mg,,0.9mg,10mg,84mm,24mm,,纸质硬盒,蓝,金,,20,￥20元,￥200元,6901028116398,6901028116367,,,,,,,,,,,,,
2279,传统烟,大陆,黄果树,黄果树(长征1935),黄果树,烤烟型,11mg,,1.1mg,13mg,,,,纸质硬盒,,,,,￥7元,￥70元,6901023102292,6901028102308,,,,,,,,,,,,,
2280,传统烟,大陆,黄鹤楼,黄鹤楼(为了谁·软海彩神龙珠版)??软神龙珠海彩,黄鹤楼,烤烟型,7mg,,0.7mg,7mg,,,,纸质软包,,,,20,￥100元,￥1000元,6901028185349,6901028185356,,,,,,,,,,,,,
2281,传统烟,大陆,黄鹤楼,黄鹤楼(金楼),黄鹤楼,烤烟型,10mg,,1.0mg,10mg,84mm,,,纸质硬盒,,,,20,￥30元,￥300元,6901028179652,6901028179645,,,,,,,,,,,,,
2283,传统烟,大陆,将军,将军(软雪豹),将军,雪茄型,10mg,,0.8mg,12mg,100mm,,,纸质软包,褐,金,10,20,￥20元,￥160元,6901028147217,6901028147392,,,,,,,,,,,,,
2285,传统烟,大陆,金圣,金圣(红尚品200)??金圣红尚品,金圣,烤烟型,12mg,,1.1mg,14mg,,24mm,,纸质硬盒,红,金,,20,￥20元,￥200元,6901028133074,,,,,,,,,,,,,,
2286,传统烟,港澳台,尊爵(长寿),尊爵(G3)??尊爵 长寿,尊爵(长寿),混合型,3mg,,0.3mg,,,,,纸质硬盒,,,,,￥5元,,4711588114503,,,,,,,,,,,,,,
2288,传统烟,港澳台,红双喜(港),红双喜(听装·纪念经典)??红双喜听装中国关税未付版??南洋红双喜,红双喜(港),烤烟型,8mg,,0.8mg,10mg,84mm,20mg,,听/桶/罐,,,,50,,,4891132018720,,,,,,,,,,,,,,
2289,传统烟,国外,ESSE(爱喜),ESSE(Aura草莓)??ESSE Aura草莓5毫克 爱喜(粉色草莓味)??ESSE 爱喜,ESSE(爱喜),,5mg,,0.5mg,4mg,,,,纸质硬盒,粉,红,,20,,,,,,,,,,,,,,,,,
2290,传统烟,大陆,中华,中华(硬10mg出口)法国版,中华,烤烟型,10mg,,1.0mg,10mg,84mm,29mm,,纸质硬盒,红,金,,20,,,6901028075565,,,,,,,,,,,,,,
2291,传统烟,大陆,黄鹤楼,黄鹤楼(1916硬普)??黄鹤楼硬普1916,黄鹤楼,烤烟型,6mg,,0.6mg,6mg,,,,纸质硬盒,,,,20,￥100元,￥1000元,6901028184243,6901028184250,,,,,,,,,,,,,
2292,传统烟,大陆,椰树,椰树(硬精品出口版),椰树,烤烟型,12mg,,1.2mg,12mg,84mm,20mg,,纸质硬盒,深蓝,银,,20,,,88400334,,,,,,,,,,,,,,
2293,传统烟,国外,555,555金(柬埔寨含税版),555,烤烟型,,,,,84mm,23mm,,纸质硬盒,深蓝,金,,20,,,88822136,,,,,,,,,,,,,,
2294,传统烟,大陆,红金龙,红金龙(黄鹤楼·禧),红金龙,烤烟型,12mg,,1.1mg,13mg,84mm,,,纸质硬盒,红,金,,20,￥15元,￥140元,6901028219235,,,,,,,,,,,,,,
2295,传统烟,大陆,黄金叶,黄金叶(红大金圆),黄金叶,烤烟型,10mg,,1.0mg,10mg,84mm,,,纸质软包,红,金,,20,￥22元,￥220元,6901028172455,6901028172868,,,,,,,,,,,,,
2296,传统烟,历史品牌,环球,环球(世纪珍品),环球,烤烟型,15mg,,1.0mg,,84mm,20mg,,纸质硬盒,红,银,,20,,,6901028339582,,,,,,,,,,,,,,
2297,传统烟,大陆,黄金叶,黄金叶(天香)老版,黄金叶,烤烟型,10mg,,0.8mg,10mg,84mm,25mg,,纸质硬盒,白,黄,,20,￥35元,￥350元,6901028172479,6901028172899,,,,,,,,,,,,,
2298,传统烟,大陆,云烟,云烟(软印象),云烟,烤烟型,8mg,,0.8mg,10mg,84mm,30mg,,纸质软包,褐,金,,20,￥85元,￥850元,6901028310765,6901028310772,,,,,,,,,,,,,
2299,传统烟,大陆,红金龙,红金龙(软红),红金龙,烤烟型,8mg,,0.6mg,9mg,,,,纸质软包,红,金,,20,￥4.5元,￥45元,6901028188371,901028188388,,,,,,,,,,,,,
2300,传统烟,国外,Marlboro,万宝路(软白金菲律宾版)??菲版软白金万 软白菲万 菲软白金,Marlboro,混合型,,,,,,,,纸质软包,,,,,,,76164019,,,,,,,,,,,,,,
2301,传统烟,大陆,玉溪,玉溪(人民大会堂·本香)??人民大会堂玉溪本香,玉溪,烤烟型,8mg,,0.9mg,9mg,,,,纸质硬盒,红,金,,20,￥21元,￥210元,6901028317245,6901028317269,,,,,,,,,,,,,
2302,传统烟,大陆,娇子,娇子(国宝印象),娇子,烤烟型,12mg,,1.2mg,12mg,,24mm,,纸质软包,深蓝,金,,,￥20元,￥200元,6901028032018,6901028032025,,,,,,,,,,,,,
2303,传统烟,大陆,娇子,娇子(阳光100),娇子,烤烟型,11mg,,1.1mg,11mg,84mm,25mg,,纸质硬盒,红,金,,20,￥10元,￥100元,6901028032322,6901028032339,,,,,,,,,,,,,
2304,传统烟,国外,555,555金(台湾免税旅游限量版),555,烤烟型,10mg,,1.0mg,,84mm,27mm,,纸质硬盒,金,深蓝,,20,,,,,,,,,,,,,,,,,
2305,传统烟,大陆,长白山,长白山(硬神韵),长白山,烤烟型,5mg,,0.6mg,8mg,84mm,30mg,,纸质硬盒,蓝,金,,20,￥25元,￥250元,6901028100724,6901028100731,,,,,,,,,,,,,
2306,传统烟,大陆,土楼,土楼(礼),土楼,烤烟型,12mg,,1.2mg,12mg,84mm,,,纸质软包,红,金,,20,￥75元,￥750元,6901028141550,6901028141581,,,,,,,,,,,,,
2307,传统烟,国外,Marlboro,万宝路(中免白金)??Gold Marlboro Original,Marlboro,混合型,8mg,,0.7mg,8mg,,,,纸质硬盒,白,黑,,20,,,9555277305620,,,,,,,,,,,,,,
2308,传统烟,国外,555,555金锐(台湾免税旅游限量版)??555 GOLD PEARL,555,烤烟型,7mg,,0.7mg,,84mm,28mm,,纸质硬盒,银,蓝,,20,,,8888075004206,,,,,,,,,,,,,,
2309,传统烟,大陆,紫气东来,紫气东来(硬紫),紫气东来,烤烟型,13mg,,1.2mg,14mg,,,,纸质硬盒,红色,黄色,10,20,￥25元,￥250元,6901028203739,,,,,,,,,,,,,,
2310,传统烟,大陆,黄金叶,黄金叶(小天叶),黄金叶,烤烟型,8mg,,0.8mg,10mg,84mm,25mg,,纸质硬盒,白,金,,20,￥80元,￥800元,6901028172707,6901028172875,,,,,,,,,,,,,
